Top25perc,Room.Board,Grad.Rate,Apps_trans_scaled,Top10perc_trans_scaled,F.Undergrad_trans_scaled,P.Undergrad_trans_scaled,Outstate_trans_scaled,Books_trans_scaled,Personal_trans_scaled,Terminal_trans_scaled,S.F.Ratio_trans_scaled,perc.alumni_trans_scaled,Expend_trans_scaled,Accept_Rate_scaled,Outstate_Tier_Encoded_scaled,Private_Encoded_scaled
52,3300,60,0.0277941705422539,-0.05311907203067916,0.4335994064806926,0.3001555111149258,-0.6934490715406573,-0.6142542982610626,1.271398499406051,-0.28237352323745246,1.0179463816947247,-0.7227012651918747,-0.4911826984337565,-0.032372339112454566,-1.0987972149572356,0.6125530498969481
29,6450,56,0.2829202044206763,-0.5849046607537626,0.3653816194056265,0.8682389489526615,0.5562683365380878,1.302364976162053,0.45655088685874945,-2.2481293668347866,-0.43508339754859443,-0.28448920152158647,0.5523622369819016,0.9061926295687938,0.3581403891754813,0.6125530498969481
50,3750,54,-0.11391602631457266,-0.12094221917214973,-0.6367744332943975,-0.7272538841097257,0.32201070401890103,-1.0385747644412713,-0.0686551430120969,-1.0407110988557453,-0.250216479237428,0.696881263144984,0.09639280596058714,0.14474993126166572,0.3581403891754813,0.6125530498969481
89,5450,59,-1.3327694509817885,1.6144757210802627,-1.5312067984905093,-0.9740319705249556,0.7039260224445798,-0.6142542982610626,-0.6517337337792259,1.3645882269351624,-1.7418718980861345,1.0294623131395182,1.7269972924922858,0.6122251618760879,0.3581403891754813,0.6125530498969481
44,4120,15,-2.1530495876645794,-0.5849046607537626,-2.588900938355175,0.6254175275588524,-0.6567761844143083,1.5536080293455437,0.45655088685874945,-0.6870519494859656,-0.5155706927336406,-3.1179783991407715,0.6370436045066589,0.06495494735718245,-1.0987972149572356,0.6125530498969481
62,3335,55,-0.9831669114228417,0.7690207208177235,-1.155099050864925,-1.1985700260580425,0.817596785733177,-0.22919460362735344,-1.169758864790823,-0.6232192944825511,-1.22018114926161,-0.8534518760234878,0.3648514210769267,0.4699427534045053,0.3581403891754813,0.6125530498969481
45,5720,63,-1.5063000160279125,-0.49946894118390567,-1.81506551206156,-0.2364992154928755,0.7737527961030578,-0.22919460362735344,0.45655088685874945,0.9692990979140862,-0.6241261617099947,0.47121122188858366,0.13304593063730474,1.4709627437747088,0.3581403891754813,0.6125530498969481
68,4826,73,0.15310561817763538,0.7226458157909567,-0.15706162447411606,-1.323847012672887,0.893359908024116,-0.6142542982610626,-0.7100928488284425,1.6789026453905742,-0.043655143285563025,1.0294623131395182,0.7502823344555288,1.0802869864699451,0.3581403891754813,0.6125530498969481
63,4400,80,-0.4193589015912839,0.36877700770497285,-0.7104745655794538,-0.06079782059427027,1.2322935057020183,-2.0483080496073764,-1.7565250578392297,0.17590711389826053,-0.6789541283407586,0.2788113855351543,0.7802351502105344,0.4173714627910875,1.8150779933081982,0.6125530498969481
44,3380,52,-0.9918073458047851,-0.19109950858549485,-0.9486144612853746,-0.8587961830100914,0.13456411411234906,0.8108421981673638,0.8415717373866589,-2.0259049331637793,-0.6241261617099947,-0.3835201634208818,0.17002953770072846,0.7396977547397244,0.3581403891754813,0.6125530498969481
75,5406,73,0.06748238366850187,0.7226458157909567,-0.012674055439693759,-0.6681269626758217,1.4088462913452764,-0.22919460362735344,-1.4016057555673218,0.5124477851823425,-0.6789541283407586,0.7487430981377603,0.6391260070100192,0.5157537502634537,1.8150779933081982,0.6125530498969481
77,4440,76,0.4590003826812989,1.0296888476949615,-0.08489100248516804,-1.1623087972167594,1.5045123674303469,-1.0385747644412713,-1.4016057555673218,0.7816568116943878,-1.0739217798372562,1.1929497028195202,0.7928286551963839,-0.20738347780626848,1.8150779933081982,0.6125530498969481
64,4785,74,-0.2965422603965576,0.7690207208177235,-0.53640557904833,0.4148380667121811,-0.061289944401662744,0.44960143907769445,-0.3812772018018639,0.17590711389826053,-0.14633148248231995,0.13667737956055104,-0.1552298965786931,-0.5805764736347528,0.3581403891754813,0.6125530498969481
73,4552,68,-0.22763264605805184,1.0296888476949615,-0.37330691285425166,-1.3900837948934839,0.6203160478629941,-1.0385747644412713,-2.1844360203854483,0.4259346495311623,0.35589122750062535,0.7990089285165864,0.2560513072365703,0.7175029449852314,0.3581403891754813,0.6125530498969481
46,3640,55,-1.1584349762053043,-0.05311907203067916,-0.3640139109490829,0.8728931154724844,-0.4238386292670067,0.7526774068770612,1.503697003629093,-0.8700943318940553,-0.7341609556836688,0.47121122188858366,-0.09264109665666513,-0.7708663600093951,-1.0987972149572356,0.6125530498969481
22,4780,69,-0.11923450915941824,-1.3330274833513367,-0.6572622589402509,-0.10067963175366583,-0.3260722857638828,-0.6142542982610626,0.3122051961280074,0.17590711389826053,0.20805976907672294,-0.019012808716357025,-0.3666623052432121,0.15502838090331927,-1.0987972149572356,0.6125530498969481
96,5300,100,0.8890995965125371,2.278086036664828,-0.1577279058501952,-2.1706909080364514,1.958821970010619,0.8108421981673638,0.5896109061165148,1.467641878959388,-1.5221214688076337,1.8810063596964015,1.921528660450018,-3.512278049067009,1.8150779933081982,0.6125530498969481
40,3520,59,-0.26691812656526676,-0.33923404372499033,-0.01888830444719609,-0.11376894624033493,0.04316040253595542,0.12366360034857365,-0.18659120676503163,-1.2983753500580535,-0.4618260387652622,-0.488944521318963,-0.1369244031402111,-0.0014773287692968597,0.3581403891754813,0.6125530498969481
23,3090,46,-0.3373470674162878,-0.768473675269448,-0.16240619603243528,-0.02115914000686885,0.016933326759192444,2.017544989660185,0.18968183155468982,-1.0407110988557453,-0.6241261617099947,-0.10280094841912382,0.6341232956603393,-0.8429325116318768,0.3581403891754813,0.6125530498969481
54,3592,34,0.7175926868986037,0.012544204192919125,0.7676884667409247,1.0193220410253423,-1.4912463226655415,-0.22919460362735344,1.0664517666868942,-1.2494530951634284,2.1082507547381426,-1.9857151375821298,-2.3924526873218332,-1.2357963684675608,-1.0987972149572356,-1.6325116659989423
44,3336,48,-0.7881977335472874,0.07620224590010746,-1.0927946780790592,-1.4860814376784817,1.209754325500277,-1.0385747644412713,-0.18659120676503163,0.01703484187169807,-0.6789541283407586,0.9411429344911897,2.8359956859131485,1.2253721686672496,1.8150779933081982,0.6125530498969481
63,2540,70,1.3437272780440994,-0.2637884142137961,1.4439439767799105,0.7474276315958309,-0.8939510962294311,-5.699556162348107,1.0664517666868942,1.2632379969775114,1.0636508731902279,-0.488944521318963,-1.0519687050520365,-0.7425339967163727,-1.0987972149572356,-1.6325116659989423
51,4124,65,-0.9296724983030672,-0.2637884142137961,-0.42124755421151777,0.5395560299649554,0.31216472861049205,-1.5119094047906834,0.6119203357070329,-1.094880026424442,-0.3026284436876273,0.4095619963667674,-0.6885530095696392,0.5895880059066398,0.3581403891754813,0.6125530498969481
49,4850,48,1.8053048750382368,0.012544204192919125,1.9783596156465564,2.2971153370827166,-0.6952928841954168,1.0360807079976635,1.171185067075423,0.9692990979140862,1.1996123641074883,-1.9857151375821298,-1.8724588424063087,0.39330153654403927,-1.0987972149572356,-1.6325116659989423
74,3922,54,-0.7952056021137316,1.1106782881401163,-1.4790166841604395,-0.37689610893187386,-0.34162914293415475,-0.22919460362735344,-0.831740799103585,0.5124477851823425,-0.32895477682173246,0.34549454598816776,1.2454681517793542,-1.871830079986632,-1.0987972149572356,0.6125530498969481
52,2650,48,0.06855942366930086,-0.972731667786928,0.6355953858538824,0.6792289379186931,-2.2324617327877823,-0.6142542982610626,-0.3812772018018639,-1.3460179845367914,1.3561294433902287,-1.9857151375821298,-1.766610175309192,1.7018576991796808,-1.0987972149572356,-1.6325116659989423
59,5920,88,0.26123962574723714,-0.05311907203067916,-0.0842785406361863,0.4666461901064971,0.49390607097335004,-0.22919460362735344,-1.7565250578392297,0.9692990979140862,-0.0181691230182655,0.696881263144984,-0.4671388486143455,0.3355246525831801,0.3581403891754813,0.6125530498969481
57,3933,69,1.370278593404718,0.07620224590010746,1.7758025973961928,1.1124020592964763,-1.0629709897256059,0.44960143907769445,0.9657230697442368,0.7816568116943878,0.6923240937679691,-0.10280094841912382,-0.66234776402534,1.0392600991794334,-1.0987972149572356,-1.6325116659989423
30,4372,58,-0.8622838786335933,-0.972731667786928,0.114497934841232,0.502111266263199,0.4718535875829905,0.055394205642346685,-0.48548409270739684,-1.094880026424442,-0.2763826353397781,0.7487430981377603,-0.19103172876789817,0.19044222201896147,0.3581403891754813,0.6125530498969481
69,4173,71,0.1432863527713615,0.6753287453312369,0.05229420487314885,-1.2373062479710122,0.7869534898148401,0.055394205642346685,-0.7798144879119726,0.09569733284866454,-0.3026284436876273,1.1535860970634626,0.23321172569719242,0.9214152171455692,0.3581403891754813,0.6125530498969481
58,3244,69,-0.7234886416365377,-0.19109950858549485,-0.34735750747073335,-0.0731450638483326,0.26066610660468426,0.44960143907769445,-0.3389427464052033,-0.8104772611976783,-0.930509623619824,0.696881263144984,-0.5622343980249315,1.3996816360153455,0.3581403891754813,0.6125530498969481
74,4342,71,-0.5075090324304669,0.9459121453121648,-0.5465906523231705,-1.6883580068917188,0.32902876832268085,-1.0385747644412713,-0.09532026042061388,1.1635803366973685,-0.22412911897517096,0.8477740600370556,0.725783250764518,0.6451598036797981,0.3581403891754813,0.6125530498969481
40,4135,48,-0.9167620943759426,-0.5849046607537626,-0.9832004951644472,0.3013831459239031,-0.001074826464552071,1.302364976162053,0.23641393778204187,-0.9851988400469104,1.9615837552373678,-0.8534518760234878,-0.7165006291979141,0.9511964327113076,0.3581403891754813,0.6125530498969481
47,4100,65,-0.9577117377063573,-0.19109950858549485,-0.7288823297174307,0.2072411880542442,-0.3483166376790663,-1.0385747644412713,1.319933419839818,-0.9283307329438812,-0.7619093999483375,0.13667737956055104,-0.9036897818932236,0.3768326308712091,-1.0987972149572356,0.6125530498969481
61,4410,85,0.044551139273641086,0.36877700770497285,0.37764147047824187,0.9937885450977623,0.2618547522692284,2.4385556137203848,-0.3812772018018639,-0.5579571392876599,0.9028169700855416,0.060686441260878146,-0.10617250445471184,0.4173637074421859,0.3581403891754813,0.6125530498969481
36,4300,71,-1.826185983809296,-0.6744109272506594,-1.6948013186411108,-0.14762845649391362,-0.061289944401662744,-0.22919460362735344,-1.7565250578392297,-0.35347352257287784,-1.1320725358242631,0.9411429344911897,0.2645665459976301,-0.07683547168872246,0.3581403891754813,0.6125530498969481
85,6206,79,0.1584590373676201,1.265104344999401,-0.6735049516794013,-1.6883580068917188,1.87793808381642,1.302364976162053,-0.9606431574714017,1.467641878959388,-0.930509623619824,0.696881263144984,1.1505826155171934,-2.09635990984827,1.8150779933081982,0.6125530498969481
95,8124,91,0.40402576072111746,1.374993777959597,0.13690062355669172,-0.9252445141562533,1.6526907612293125,0.44960143907769445,-0.7100928488284425,0.9692990979140862,-0.9589736432806009,0.8477740600370556,0.9466907792604563,-1.2599820566031195,1.8150779933081982,0.6125530498969481
